#﻿Frequency	Permitivity
100	59.780476
200	51.088229
300	48.320943
400	47.004350
500	46.229349
600	45.708633
700	45.325499
800	45.024260
900	44.775187
1000	44.561045
1100	44.371189
1200	44.198710
1300	44.038939
1400	43.888615
1500	43.745399
1600	43.607574
1700	43.473855
1800	43.343263
1900	43.215045
2000	43.088612
2100	42.963500
2200	42.839342
2300	42.715841
2400	42.592763
2500	42.469916
2600	42.347146
2700	42.224329
2800	42.101364
2900	41.978170
3000	41.854684
3100	41.730853
3200	41.606638
3300	41.482009
3400	41.356942
3500	41.231423
3600	41.105440
3700	40.978988
3800	40.852065
3900	40.724673
4000	40.596817
4100	40.468504
4200	40.339744
4300	40.210548
4400	40.080928
4500	39.950898
4600	39.820475
4700	39.689672
4800	39.558509
4900	39.427000
5000	39.295166
5100	39.163023
5200	39.030591
5300	38.897888
5400	38.764933
5500	38.631745
5600	38.498344
5700	38.364749
5800	38.230977
5900	38.097050
6000	37.962985
