#﻿Frequency	Conductivity
100	0.036295
200	0.038068
300	0.039569
400	0.041119
500	0.042793
600	0.044617
700	0.046599
800	0.048742
900	0.051044
1000	0.053503
1100	0.056116
1200	0.058879
1300	0.061788
1400	0.064840
1500	0.068029
1600	0.071354
1700	0.074808
1800	0.078390
1900	0.082095
2000	0.085919
2100	0.089860
2200	0.093914
2300	0.098078
2400	0.102348
2500	0.106722
2600	0.111196
2700	0.115768
2800	0.120435
2900	0.125194
3000	0.130042
3100	0.134977
3200	0.139996
3300	0.145098
3400	0.150278
3500	0.155536
3600	0.160868
3700	0.166273
3800	0.171749
3900	0.177293
4000	0.182903
4100	0.188577
4200	0.194314
4300	0.200111
4400	0.205966
4500	0.211878
4600	0.217845
4700	0.223865
4800	0.229936
4900	0.236058
5000	0.242227
5100	0.248443
5200	0.254704
5300	0.261008
5400	0.267355
5500	0.273742
5600	0.280169
5700	0.286633
5800	0.293133
5900	0.299669
6000	0.306239
