#﻿Frequency	Permitivity
100	67.886552
200	61.227106
300	58.901768
400	57.673772
500	56.891423
600	56.334554
700	55.907533
800	55.561950
900	55.270608
1000	55.017032
1100	54.790647
1200	54.584353
1300	54.393209
1400	54.213667
1500	54.043120
1600	53.879610
1700	53.721639
1800	53.568046
1900	53.417916
2000	53.270523
2100	53.125284
2200	52.981726
2300	52.839464
2400	52.698183
2500	52.557622
2600	52.417566
2700	52.277838
2800	52.138288
2900	51.998793
3000	51.859252
3100	51.719578
3200	51.579702
3300	51.439566
3400	51.299123
3500	51.158334
3600	51.017169
3700	50.875604
3800	50.733620
3900	50.591205
4000	50.448349
4100	50.305047
4200	50.161296
4300	50.017099
4400	49.872456
4500	49.727375
4600	49.581861
4700	49.435923
4800	49.289572
4900	49.142818
5000	48.995674
5100	48.848152
5200	48.700267
5300	48.552032
5400	48.403464
5500	48.254577
5600	48.105387
5700	47.955911
5800	47.806164
5900	47.656164
6000	47.505927
