#﻿Frequency	Permitivity
100	81.800193
200	69.511689
300	65.011090
400	62.594077
500	61.050580
600	59.959686
700	59.134767
800	58.479815
900	57.940179
1000	57.482360
1100	57.084636
1200	56.732284
1300	56.414958
1400	56.125171
1500	55.857366
1600	55.607335
1700	55.371829
1800	55.148303
1900	54.934736
2000	54.729501
2100	54.531277
2200	54.338982
2300	54.151718
2400	53.968741
2500	53.789423
2600	53.613238
2700	53.439738
2800	53.268541
2900	53.099322
3000	52.931802
3100	52.765740
3200	52.600927
3300	52.437186
3400	52.274360
3500	52.112315
3600	51.950933
3700	51.790113
3800	51.629768
3900	51.469819
4000	51.310202
4100	51.150859
4200	50.991740
4300	50.832802
4400	50.674010
4500	50.515333
4600	50.356743
4700	50.198220
4800	50.039744
4900	49.881302
5000	49.722880
5100	49.564471
5200	49.406067
5300	49.247663
5400	49.089256
5500	48.930846
5600	48.772433
5700	48.614017
5800	48.455604
5900	48.297195
6000	48.138796
