#﻿Frequency	Permitivity
100	84.637828
200	84.631312
300	84.620456
400	84.605261
500	84.585734
600	84.561881
700	84.533710
800	84.501229
900	84.464451
1000	84.423386
1100	84.378050
1200	84.328455
1300	84.274620
1400	84.216561
1500	84.154297
1600	84.087850
1700	84.017240
1800	83.942490
1900	83.863625
2000	83.780671
2100	83.693653
2200	83.602600
2300	83.507541
2400	83.408506
2500	83.305527
2600	83.198637
2700	83.087868
2800	82.973257
2900	82.854838
3000	82.732648
3100	82.606725
3200	82.477109
3300	82.343838
3400	82.206953
3500	82.066496
3600	81.922509
3700	81.775035
3800	81.624119
3900	81.469804
4000	81.312137
4100	81.151162
4200	80.986928
4300	80.819481
4400	80.648870
4500	80.475142
4600	80.298348
4700	80.118535
4800	79.935756
4900	79.750059
5000	79.561497
5100	79.370119
5200	79.175978
5300	78.979126
5400	78.779615
5500	78.577497
5600	78.372824
5700	78.165651
5800	77.956029
5900	77.744012
6000	77.529653
