#﻿Frequency	Permitivity
100	44.930211
200	40.022843
300	38.357289
400	37.496459
500	36.954896
600	36.571940
700	36.279018
800	36.041907
900	35.841603
1000	35.666700
1100	35.509937
1200	35.366472
1300	35.232956
1400	35.106997
1500	34.986847
1600	34.871198
1700	34.759056
1800	34.649652
1900	34.542385
2000	34.436781
2100	34.332459
2200	34.229114
2300	34.126498
2400	34.024411
2500	33.922687
2600	33.821193
2700	33.719818
2800	33.618471
2900	33.517078
3000	33.415579
3100	33.313925
3200	33.212075
3300	33.110000
3400	33.007674
3500	32.905078
3600	32.802198
3700	32.699025
3800	32.595553
3900	32.491779
4000	32.387702
4100	32.283324
4200	32.178650
4300	32.073686
4400	31.968437
4500	31.862913
4600	31.757123
4700	31.651078
4800	31.544788
4900	31.438265
5000	31.331521
5100	31.224570
5200	31.117423
5300	31.010096
5400	30.902600
5500	30.794950
5600	30.687161
5700	30.579245
5800	30.471217
5900	30.363090
6000	30.254880
