#﻿Frequency	Permitivity
100	69.022498
200	57.723558
300	53.512149
400	51.235103
500	49.776429
600	48.744093
700	47.963212
800	47.343455
900	46.833241
1000	46.400885
1100	46.025803
1200	45.694023
1300	45.395717
1400	45.123764
1500	44.872879
1600	44.639054
1700	44.419194
1800	44.210876
1900	44.012173
2000	43.821534
2100	43.637702
2200	43.459644
2300	43.286506
2400	43.117577
2500	42.952263
2600	42.790060
2700	42.630543
2800	42.473350
2900	42.318172
3000	42.164743
3100	42.012836
3200	41.862253
3300	41.712825
3400	41.564405
3500	41.416865
3600	41.270096
3700	41.124002
3800	40.978500
3900	40.833518
4000	40.688994
4100	40.544875
4200	40.401114
4300	40.257671
4400	40.114514
4500	39.971612
4600	39.828942
4700	39.686483
4800	39.544218
4900	39.402134
5000	39.260220
5100	39.118468
5200	38.976870
5300	38.835423
5400	38.694125
5500	38.552974
5600	38.411970
5700	38.271115
5800	38.130411
5900	37.989862
6000	37.849472
