#﻿Frequency	Permitivity
100	31.640244
200	26.581025
300	24.772699
400	23.813697
500	23.206661
600	22.780644
700	22.460437
800	22.207576
900	22.000259
1000	21.825176
1100	21.673721
1200	21.540076
1300	21.420164
1400	21.311038
1500	21.210517
1600	21.116951
1700	21.029068
1800	20.945873
1900	20.866576
2000	20.790543
2100	20.717258
2200	20.646300
2300	20.577319
2400	20.510026
2500	20.444176
2600	20.379565
2700	20.316017
2800	20.253386
2900	20.191545
3000	20.130383
3100	20.069809
3200	20.009740
3300	19.950108
3400	19.890851
3500	19.831916
3600	19.773258
3700	19.714837
3800	19.656618
3900	19.598571
4000	19.540671
4100	19.482893
4200	19.425219
4300	19.367632
4400	19.310116
4500	19.252660
4600	19.195252
4700	19.137883
4800	19.080547
4900	19.023236
5000	18.965946
5100	18.908671
5200	18.851410
5300	18.794160
5400	18.736918
5500	18.679685
5600	18.622459
5700	18.565240
5800	18.508030
5900	18.450830
6000	18.393639
