#﻿Frequency	Permitivity
100	47.268091
200	39.707149
300	36.912025
400	35.408275
500	34.448996
600	33.772796
700	33.263359
800	32.860709
900	32.530647
1000	32.252185
1100	32.011700
1200	31.799949
1300	31.610436
1400	31.438452
1500	31.280503
1600	31.133939
1700	30.996716
1800	30.867228
1900	30.744198
2000	30.626602
2100	30.513602
2200	30.404514
2300	30.298770
2400	30.195894
2500	30.095490
2600	29.997222
2700	29.900802
2800	29.805987
2900	29.712569
3000	29.620366
3100	29.529223
3200	29.439006
3300	29.349598
3400	29.260896
3500	29.172812
3600	29.085269
3700	28.998199
3800	28.911541
3900	28.825245
4000	28.739265
4100	28.653561
4200	28.568099
4300	28.482847
4400	28.397780
4500	28.312875
4600	28.228111
4700	28.143472
4800	28.058943
4900	27.974510
5000	27.890164
5100	27.805895
5200	27.721695
5300	27.637560
5400	27.553483
5500	27.469462
5600	27.385493
5700	27.301575
5800	27.217707
5900	27.133888
6000	27.050118
