#﻿Frequency	Permitivity
100	6.074088
200	5.738427
300	5.633980
400	5.579789
500	5.544373
600	5.517971
700	5.496580
800	5.478259
900	5.461953
1000	5.447038
1100	5.433123
1200	5.419949
1300	5.407340
1400	5.395170
1500	5.383349
1600	5.371808
1700	5.360496
1800	5.349375
1900	5.338413
2000	5.327586
2100	5.316875
2200	5.306265
2300	5.295742
2400	5.285298
2500	5.274922
2600	5.264610
2700	5.254354
2800	5.244150
2900	5.233995
3000	5.223886
3100	5.213818
3200	5.203791
3300	5.193803
3400	5.183851
3500	5.173936
3600	5.164055
3700	5.154208
3800	5.144395
3900	5.134614
4000	5.124866
4100	5.115150
4200	5.105467
4300	5.095815
4400	5.086195
4500	5.076606
4600	5.067050
4700	5.057525
4800	5.048033
4900	5.038572
5000	5.029144
5100	5.019748
5200	5.010385
5300	5.001055
5400	4.991757
5500	4.982493
5600	4.973262
5700	4.964065
5800	4.954901
5900	4.945771
6000	4.936675
