#﻿Frequency	Permitivity
100	65.972494
200	60.228033
300	58.201064
400	57.128667
500	56.445489
600	55.959483
700	55.587039
800	55.285794
900	55.031946
1000	54.811077
1100	54.613935
1200	54.434313
1300	54.267890
1400	54.111567
1500	53.963065
1600	53.820674
1700	53.683087
1800	53.549289
1900	53.418481
2000	53.290027
2100	53.163419
2200	53.038241
2300	52.914157
2400	52.790890
2500	52.668210
2600	52.545929
2700	52.423888
2800	52.301956
2900	52.180023
3000	52.057998
3100	51.935805
3200	51.813380
3300	51.690671
3400	51.567633
3500	51.444231
3600	51.320436
3700	51.196226
3800	51.071582
3900	50.946489
4000	50.820940
4100	50.694925
4200	50.568443
4300	50.441490
4400	50.314069
4500	50.186181
4600	50.057830
4700	49.929023
4800	49.799767
4900	49.670069
5000	49.539939
5100	49.409385
5200	49.278420
5300	49.147054
5400	49.015299
5500	48.883167
5600	48.750670
5700	48.617822
5800	48.484636
5900	48.351125
6000	48.217303
